Iteration,Train_loss,Valid_loss,Current_accuracy,Current_norm_ED
[2583/300000],0.00124,0.03839,99.248,0.99
[2584/300000],0.00128,0.03242,99.248,0.99
[2585/300000],0.00119,0.03887,99.248,0.99
[2586/300000],0.00117,0.04623,99.248,0.99
[2587/300000],0.07689,0.00149,100.000,1.00
[2588/300000],0.00130,0.00136,100.000,1.00
[2589/300000],0.08526,0.09755,97.744,0.98
[2590/300000],0.00222,0.09013,96.992,0.98
[2591/300000],0.00137,0.07851,96.992,0.98
[2592/300000],0.17768,0.00245,100.000,1.00
[2593/300000],0.00203,0.00188,100.000,1.00
[2594/300000],0.00169,0.00163,100.000,1.00
[2595/300000],0.00197,0.00160,100.000,1.00
[2596/300000],0.00180,0.00155,100.000,1.00
[2597/300000],0.00140,0.00159,100.000,1.00
[2598/300000],0.00137,0.00153,100.000,1.00
[2599/300000],0.00132,0.00153,100.000,1.00
[2600/300000],0.00182,0.00139,100.000,1.00
[2601/300000],0.00144,0.00144,100.000,1.00
[2602/300000],0.00149,0.00144,100.000,1.00
[2603/300000],0.00572,0.00138,100.000,1.00
[2604/300000],0.00155,0.00141,100.000,1.00
[2605/300000],0.11640,0.34929,90.977,0.95
[2606/300000],0.38348,0.05740,98.496,0.99
[2607/300000],0.00639,0.00223,100.000,1.00
[2608/300000],0.00141,0.00229,100.000,1.00
[2609/300000],0.00183,0.00224,100.000,1.00
[2610/300000],0.00158,0.00219,100.000,1.00
[2611/300000],0.00158,0.00201,100.000,1.00
[2612/300000],0.00132,0.00190,100.000,1.00
[2613/300000],0.00238,0.00212,100.000,1.00
[2614/300000],0.00145,0.00215,100.000,1.00
[2615/300000],0.00161,0.00675,100.000,1.00
[2616/300000],0.00155,0.00194,100.000,1.00
[2617/300000],0.00144,0.00202,100.000,1.00
[2618/300000],0.00127,0.00205,100.000,1.00
[2619/300000],0.00189,0.00172,100.000,1.00
[2620/300000],0.00167,0.00176,100.000,1.00
[2621/300000],0.00147,0.00183,100.000,1.00
[2622/300000],0.00161,0.00275,100.000,1.00
[2623/300000],0.00162,0.00166,100.000,1.00
[2624/300000],0.00147,0.00294,100.000,1.00
[2625/300000],0.00133,0.00156,100.000,1.00
[2626/300000],0.00136,0.00164,100.000,1.00
[2627/300000],0.00142,0.00166,100.000,1.00
[2628/300000],0.00148,0.00157,100.000,1.00
[2629/300000],0.00120,0.00173,100.000,1.00
[2630/300000],0.00149,0.00164,100.000,1.00
[2631/300000],0.00141,0.00149,100.000,1.00
[2632/300000],0.00119,0.00172,100.000,1.00
[2633/300000],0.00127,0.00169,100.000,1.00
[2634/300000],0.00121,0.00178,100.000,1.00
[2635/300000],0.00136,0.00163,100.000,1.00
[2636/300000],0.00154,0.00151,100.000,1.00
[2637/300000],0.00132,0.00152,100.000,1.00
[2638/300000],0.00140,0.00144,100.000,1.00
[2639/300000],0.00120,0.00138,100.000,1.00
[2640/300000],0.00129,0.00132,100.000,1.00
[2641/300000],0.00127,0.00139,100.000,1.00
[2642/300000],0.00131,0.00136,100.000,1.00
[2643/300000],0.00129,0.00149,100.000,1.00
[2644/300000],0.00129,0.00136,100.000,1.00
[2645/300000],0.00123,0.00148,100.000,1.00
[2646/300000],0.00115,0.00140,100.000,1.00
[2647/300000],0.00133,0.00152,100.000,1.00
[2648/300000],0.00125,0.00153,100.000,1.00
[2649/300000],0.00117,0.00138,100.000,1.00
[2650/300000],0.00142,0.00127,100.000,1.00
[2651/300000],0.00133,0.00134,100.000,1.00
[2652/300000],0.00177,0.00141,100.000,1.00
[2653/300000],0.00129,0.00132,100.000,1.00
[2654/300000],0.00120,0.00131,100.000,1.00
[2655/300000],0.00118,0.00131,100.000,1.00
[2656/300000],0.00134,0.00134,100.000,1.00
[2657/300000],0.00118,0.00130,100.000,1.00
[2658/300000],0.00124,0.00124,100.000,1.00
[2659/300000],0.00125,0.00131,100.000,1.00
[2660/300000],0.00118,0.00129,100.000,1.00
[2661/300000],0.00129,0.00135,100.000,1.00
[2662/300000],0.00115,0.00134,100.000,1.00
[2663/300000],0.00136,0.00144,100.000,1.00
[2664/300000],0.00117,0.00133,100.000,1.00
[2665/300000],0.00147,0.00138,100.000,1.00
[2666/300000],0.00123,0.00136,100.000,1.00
[2667/300000],0.00109,0.00133,100.000,1.00
[2668/300000],0.00122,0.00131,100.000,1.00
[2669/300000],0.00129,0.00130,100.000,1.00
[2670/300000],0.00130,0.00130,100.000,1.00
[2671/300000],0.00111,0.00129,100.000,1.00
[2672/300000],0.00120,0.00122,100.000,1.00
[2673/300000],0.00132,0.00133,100.000,1.00
[2674/300000],0.00110,0.00130,100.000,1.00
[2675/300000],0.00123,0.00129,100.000,1.00
[2676/300000],0.00128,0.00136,100.000,1.00
[2677/300000],0.00106,0.00148,100.000,1.00
[2678/300000],0.00109,0.00134,100.000,1.00
[2679/300000],0.00127,0.00131,100.000,1.00
[2680/300000],0.00126,0.00131,100.000,1.00
[2681/300000],0.00128,0.00132,100.000,1.00
[2682/300000],0.00115,0.00131,100.000,1.00
[2683/300000],0.00115,0.00137,100.000,1.00
[2684/300000],0.00129,0.00147,100.000,1.00
[2685/300000],0.00113,0.00150,100.000,1.00
[2686/300000],0.00117,0.00133,100.000,1.00
[2687/300000],0.00111,0.00120,100.000,1.00
[2688/300000],0.00109,0.00129,100.000,1.00
[2689/300000],0.00106,0.00131,100.000,1.00
[2690/300000],0.00113,0.00135,100.000,1.00
[2691/300000],0.00128,0.00130,100.000,1.00
[2692/300000],0.00109,0.00133,100.000,1.00
[2693/300000],0.00129,0.00127,100.000,1.00
[2694/300000],0.00106,0.00125,100.000,1.00
[2695/300000],0.00120,0.00128,100.000,1.00
[2696/300000],0.00101,0.00129,100.000,1.00
[2697/300000],0.00121,0.00124,100.000,1.00
[2698/300000],0.00105,0.00131,100.000,1.00
[2699/300000],0.00133,0.00138,100.000,1.00
[2700/300000],0.00126,0.00158,100.000,1.00
[2701/300000],0.00111,0.00138,100.000,1.00
[2702/300000],0.00110,0.00258,100.000,1.00
[2703/300000],0.00114,0.00134,100.000,1.00
[2704/300000],0.00128,0.00133,100.000,1.00
[2705/300000],0.00134,0.00138,100.000,1.00
[2706/300000],0.00112,0.00149,100.000,1.00
[2707/300000],0.00117,0.00137,100.000,1.00
[2708/300000],0.00118,0.00135,100.000,1.00
[2709/300000],0.00093,0.00123,100.000,1.00
[2710/300000],0.00097,0.00117,100.000,1.00
[2711/300000],0.00125,0.00123,100.000,1.00
[2712/300000],0.00093,0.00132,100.000,1.00
[2713/300000],0.00123,0.00127,100.000,1.00
[2714/300000],0.00123,0.00122,100.000,1.00
[2715/300000],0.00117,0.00132,100.000,1.00
[2716/300000],0.00106,0.00140,100.000,1.00
[2717/300000],0.00196,0.00170,100.000,1.00
[2718/300000],0.00123,0.00155,100.000,1.00
[2719/300000],0.00111,0.00147,100.000,1.00
[2720/300000],0.00108,0.00152,100.000,1.00
[2721/300000],0.00113,0.00147,100.000,1.00
[2722/300000],0.00114,0.00134,100.000,1.00
[2723/300000],0.00114,0.00140,100.000,1.00
[2724/300000],0.00094,0.00134,100.000,1.00
[2725/300000],0.00111,0.00162,100.000,1.00
[2726/300000],0.00116,0.00147,100.000,1.00
[2727/300000],0.00100,0.00148,100.000,1.00
[2728/300000],0.00124,0.00139,100.000,1.00
[2729/300000],0.00124,0.00143,100.000,1.00
[2730/300000],0.00093,0.00147,100.000,1.00
[2731/300000],0.00105,0.00164,100.000,1.00
[2732/300000],0.00121,0.00146,100.000,1.00
[2733/300000],0.00109,0.00174,100.000,1.00
[2734/300000],0.00103,0.00163,100.000,1.00
[2735/300000],0.00110,0.00175,100.000,1.00
[2736/300000],0.00115,0.00330,100.000,1.00
[2737/300000],0.00124,0.00150,100.000,1.00
[2738/300000],0.00102,0.00142,100.000,1.00
[2739/300000],0.00100,0.00136,100.000,1.00
[2740/300000],0.00123,0.00134,100.000,1.00
[2741/300000],0.00114,0.00170,100.000,1.00
[2742/300000],0.00098,0.00139,100.000,1.00
[2743/300000],0.00194,0.00116,100.000,1.00
[2744/300000],0.00108,0.00119,100.000,1.00
[2745/300000],0.00121,0.00111,100.000,1.00
[2746/300000],0.00101,0.00125,100.000,1.00
[2747/300000],0.00099,0.00117,100.000,1.00
[2748/300000],0.00112,0.00118,100.000,1.00
[2749/300000],0.00104,0.00122,100.000,1.00
[2750/300000],0.00094,0.00131,100.000,1.00
[2751/300000],0.00110,0.00123,100.000,1.00
[2752/300000],0.00125,0.00127,100.000,1.00
[2753/300000],0.00116,0.00135,100.000,1.00
[2754/300000],0.00104,0.00145,100.000,1.00
[2755/300000],0.00114,0.00140,100.000,1.00
[2756/300000],1.53161,0.00153,100.000,1.00
[2757/300000],0.00146,0.00144,100.000,1.00
[2758/300000],0.00116,0.00149,100.000,1.00
[2759/300000],0.00133,0.00121,100.000,1.00
[2760/300000],0.00127,0.00128,100.000,1.00
[2761/300000],0.00110,0.00127,100.000,1.00
[2762/300000],0.00120,0.00131,100.000,1.00
[2763/300000],0.00103,0.00138,100.000,1.00
[2764/300000],0.00128,0.00246,100.000,1.00
[2765/300000],0.00120,0.00142,100.000,1.00
[2766/300000],0.00109,0.00215,100.000,1.00
[2767/300000],0.00108,0.00249,100.000,1.00
[2768/300000],0.00114,0.00517,99.248,1.00
[2769/300000],0.00304,0.00144,100.000,1.00
[2770/300000],0.00139,0.00180,100.000,1.00
[2771/300000],0.00111,0.00310,100.000,1.00
[2772/300000],0.00120,0.00167,100.000,1.00
[2773/300000],0.00122,0.00176,100.000,1.00
[2774/300000],0.00122,0.00163,100.000,1.00
[2775/300000],0.00108,0.00166,100.000,1.00
[2776/300000],0.00116,0.00276,100.000,1.00
[2777/300000],0.00113,0.00422,99.248,1.00
[2778/300000],0.00130,0.00189,100.000,1.00
[2779/300000],0.00099,0.03811,99.248,1.00
[2780/300000],0.00115,0.00559,99.248,1.00
[2781/300000],0.00135,0.00239,100.000,1.00
[2782/300000],0.00106,0.00143,100.000,1.00
[2783/300000],0.00124,0.00122,100.000,1.00
[2784/300000],0.00113,0.00123,100.000,1.00
[2785/300000],0.00104,0.00143,100.000,1.00
[2786/300000],0.00106,0.00143,100.000,1.00
[2787/300000],0.00103,0.00358,99.248,1.00
[2788/300000],0.00110,0.00259,100.000,1.00
[2789/300000],0.00113,0.00687,99.248,1.00
[2790/300000],0.00107,0.01452,99.248,0.99
[2791/300000],0.00110,0.01668,99.248,0.99
[2792/300000],0.00109,0.02254,99.248,0.99
[2793/300000],0.00107,0.01580,99.248,0.99
[2794/300000],0.00113,0.00637,99.248,1.00
[2795/300000],0.00093,0.02212,99.248,0.99
[2796/300000],0.00123,0.00673,99.248,1.00
[2797/300000],0.00108,0.02523,99.248,1.00
[2798/300000],0.00115,0.00506,99.248,1.00
[2799/300000],0.00112,0.00534,99.248,1.00
[2800/300000],0.00097,0.00776,99.248,1.00
[2801/300000],0.00103,0.00348,99.248,1.00
[2802/300000],0.00113,0.00915,100.000,1.00
[2803/300000],0.00101,0.00854,99.248,1.00
[2804/300000],0.00098,0.07006,99.248,1.00
[2805/300000],0.00092,0.02258,99.248,0.99
[2806/300000],0.00109,0.01653,99.248,0.99
[2807/300000],0.00106,0.02102,99.248,0.99
[2808/300000],0.00115,0.01843,99.248,0.99
[2809/300000],0.00106,0.00961,99.248,1.00
[2810/300000],0.00103,0.03944,99.248,1.00
[2811/300000],0.00105,0.01742,99.248,0.99
[2812/300000],0.00103,0.02212,99.248,0.99
[2813/300000],0.00095,0.01891,99.248,0.99
[2814/300000],0.00107,0.02126,99.248,0.99
[2815/300000],0.00107,0.01905,99.248,0.99
[2816/300000],0.00113,0.02029,99.248,0.99
[2817/300000],0.00109,0.01455,99.248,0.99
[2818/300000],0.00108,0.01040,99.248,1.00
[2819/300000],0.00111,0.00537,99.248,1.00
[2820/300000],0.00101,0.00397,99.248,1.00
[2821/300000],0.00103,0.01059,99.248,1.00
[2822/300000],0.00104,0.00240,100.000,1.00
[2823/300000],0.00109,0.00186,100.000,1.00
[2824/300000],0.00098,0.00283,100.000,1.00
[2825/300000],0.00107,0.00290,100.000,1.00
[2826/300000],0.00104,0.00428,99.248,1.00
[2827/300000],0.00108,0.00481,99.248,1.00
[2828/300000],0.00107,0.00371,99.248,1.00
[2829/300000],0.00106,0.00251,100.000,1.00
[2830/300000],0.00103,0.00236,100.000,1.00
[2831/300000],0.00099,0.00354,99.248,1.00
[2832/300000],0.00100,0.00253,100.000,1.00
[2833/300000],0.00106,0.00457,99.248,1.00
[2834/300000],0.00108,0.00533,99.248,1.00
[2835/300000],0.00106,0.00525,99.248,1.00
[2836/300000],0.00099,0.00320,100.000,1.00
[2837/300000],0.00100,0.00515,99.248,1.00
[2838/300000],0.00108,0.00282,100.000,1.00
[2839/300000],0.00097,0.00176,100.000,1.00
[2840/300000],0.00092,0.00483,99.248,1.00
[2841/300000],0.00094,0.00425,99.248,1.00
[2842/300000],0.00114,0.00213,100.000,1.00
[2843/300000],0.00107,0.00176,100.000,1.00
[2844/300000],0.00109,0.00126,100.000,1.00
[2845/300000],0.00100,0.00138,100.000,1.00
[2846/300000],0.00123,0.00162,100.000,1.00
[2847/300000],0.00131,0.03636,99.248,0.99
[2848/300000],0.00104,0.02813,99.248,0.99
[2849/300000],0.00112,0.02324,99.248,0.99
[2850/300000],0.00109,0.02012,99.248,0.99
[2851/300000],0.00105,0.01822,99.248,0.99
[2852/300000],0.00100,0.01578,99.248,0.99
[2853/300000],0.00104,0.01988,99.248,0.99
[2854/300000],0.00089,0.02551,99.248,0.99
[2855/300000],0.00109,0.01229,99.248,0.99
[2856/300000],0.00094,0.00468,99.248,1.00
[2857/300000],0.00101,0.00855,99.248,1.00
[2858/300000],0.00093,0.01343,99.248,0.99
[2859/300000],0.00095,0.01380,99.248,0.99
[2860/300000],0.01159,0.03421,99.248,0.99
[2861/300000],0.00244,0.03618,99.248,0.99
[2862/300000],0.00137,0.03577,99.248,0.99
[2863/300000],0.00147,0.03269,99.248,0.99
[2864/300000],0.00110,0.03145,99.248,0.99
[2865/300000],0.00165,0.02943,99.248,0.99
[2866/300000],0.00224,0.03150,99.248,0.99
[2867/300000],0.00112,0.03364,99.248,0.99
[2868/300000],0.00114,0.02807,99.248,0.99
[2869/300000],0.00112,0.03045,99.248,0.99
[2870/300000],0.00129,0.03111,99.248,0.99
[2871/300000],0.00111,0.03237,99.248,0.99
[2872/300000],0.00110,0.21101,99.248,0.99
[2873/300000],0.00099,0.03064,99.248,0.99
[2874/300000],0.00110,0.02436,99.248,0.99
[2875/300000],0.00108,0.01968,99.248,0.99
[2876/300000],0.00105,0.00779,99.248,1.00
[2877/300000],0.00120,0.00381,99.248,1.00
[2878/300000],0.00103,0.00381,99.248,1.00
[2879/300000],0.00104,0.00636,99.248,1.00
[2880/300000],0.00107,0.00833,99.248,1.00
[2881/300000],0.00109,0.00722,99.248,1.00
[2882/300000],0.00097,0.01109,99.248,1.00
[2883/300000],0.00095,0.02283,99.248,0.99
[2884/300000],0.00118,0.01975,99.248,0.99
[2885/300000],0.00096,0.02636,99.248,0.99
[2886/300000],0.00131,0.01601,99.248,0.99
[2887/300000],0.00114,0.01174,99.248,0.99
[2888/300000],0.00103,0.00725,99.248,1.00
[2889/300000],0.00099,0.00647,99.248,1.00
[2890/300000],0.00099,0.00716,99.248,1.00
[2891/300000],0.00114,0.00519,99.248,1.00
[2892/300000],0.00100,0.01176,99.248,0.99
[2893/300000],0.00096,0.01482,99.248,0.99
[2894/300000],0.00104,0.01832,99.248,0.99
[2895/300000],0.00107,0.01709,99.248,0.99
[2896/300000],0.00110,0.01146,99.248,0.99
[2897/300000],0.00101,0.01021,99.248,1.00
[2898/300000],0.00116,0.00559,99.248,1.00
[2899/300000],0.00113,0.00110,100.000,1.00
[2900/300000],0.00110,0.00113,100.000,1.00
[2901/300000],0.00098,0.00120,100.000,1.00
[2902/300000],0.00111,0.00113,100.000,1.00
[2903/300000],0.00100,0.00138,100.000,1.00
[2904/300000],0.00103,0.00146,100.000,1.00
[2905/300000],0.00102,0.00116,100.000,1.00
[2906/300000],0.00112,0.00116,100.000,1.00
[2907/300000],0.00092,0.00134,100.000,1.00
[2908/300000],0.00101,0.00144,100.000,1.00
[2909/300000],0.00097,0.00151,100.000,1.00
[2910/300000],0.00096,0.00143,100.000,1.00
[2911/300000],0.00091,0.00164,100.000,1.00
[2912/300000],0.00166,0.00105,100.000,1.00
[2913/300000],0.00107,0.00107,100.000,1.00
[2914/300000],0.00103,0.00104,100.000,1.00
[2915/300000],0.00096,0.00104,100.000,1.00
[2916/300000],0.00101,0.00109,100.000,1.00
[2917/300000],0.00093,0.00122,100.000,1.00
[2918/300000],0.00097,0.00224,100.000,1.00
[2919/300000],0.00098,0.00287,99.248,1.00
[2920/300000],0.00094,0.00551,99.248,1.00
[2921/300000],0.00110,0.00228,100.000,1.00
[2922/300000],0.00099,0.00157,100.000,1.00
[2923/300000],0.00103,0.00148,100.000,1.00
[2924/300000],0.00095,0.00107,100.000,1.00
[2925/300000],0.00123,0.00095,100.000,1.00
[2926/300000],0.00090,0.00109,100.000,1.00
[2927/300000],0.00100,0.00117,100.000,1.00
[2928/300000],0.00097,0.00113,100.000,1.00
[2929/300000],0.00098,0.00126,100.000,1.00
[2930/300000],0.00091,0.00167,100.000,1.00
[2931/300000],0.00104,0.00137,100.000,1.00
[2932/300000],0.00096,0.00129,100.000,1.00
[2933/300000],0.00099,0.00115,100.000,1.00
[2934/300000],0.00102,0.00125,100.000,1.00
[2935/300000],0.00100,0.00178,100.000,1.00
[2936/300000],0.00103,0.00206,100.000,1.00
[2937/300000],0.00095,0.00124,100.000,1.00
[2938/300000],0.00104,0.00121,100.000,1.00
[2939/300000],0.00099,0.00149,100.000,1.00
[2940/300000],0.00100,0.00148,100.000,1.00
[2941/300000],0.00094,0.00136,100.000,1.00
[2942/300000],0.00092,0.00142,100.000,1.00
[2943/300000],0.00104,0.00141,100.000,1.00
[2944/300000],0.00085,0.00247,100.000,1.00
[2945/300000],0.00091,0.00225,100.000,1.00
[2946/300000],0.00097,0.00199,100.000,1.00
[2947/300000],0.00099,0.00242,100.000,1.00
[2948/300000],0.00099,0.01003,100.000,1.00
[2949/300000],0.00109,0.00174,100.000,1.00
[2950/300000],0.00094,0.00147,100.000,1.00
[2951/300000],0.00084,0.00119,100.000,1.00
[2952/300000],0.00098,0.00115,100.000,1.00
[2953/300000],0.00098,0.01007,100.000,1.00
[2954/300000],0.00101,0.00141,100.000,1.00
[2955/300000],0.00092,0.00144,100.000,1.00
[2956/300000],0.00094,0.00117,100.000,1.00
[2957/300000],0.00093,0.00140,100.000,1.00
[2958/300000],0.00101,0.00166,100.000,1.00
[2959/300000],0.00097,0.00131,100.000,1.00
[2960/300000],0.00090,0.00189,100.000,1.00
[2961/300000],0.00097,0.00196,100.000,1.00
[2962/300000],0.00094,0.00165,100.000,1.00
[2963/300000],0.00095,0.00565,99.248,1.00
[2964/300000],0.09419,0.00153,100.000,1.00
[2965/300000],0.59844,0.24598,96.992,0.98
[2966/300000],0.00136,0.22948,97.744,0.98
[2967/300000],0.00121,0.23191,97.744,0.98
[2968/300000],0.00130,0.21877,97.744,0.98
[2969/300000],0.00113,0.21732,97.744,0.98
[2970/300000],0.00111,0.21936,97.744,0.98
[2971/300000],0.00111,0.21960,97.744,0.98
[2972/300000],0.00116,0.20667,97.744,0.98
[2973/300000],0.00108,0.18806,97.744,0.98
[2974/300000],0.00106,0.20495,97.744,0.98
[2975/300000],0.00103,0.17372,98.496,0.99
[2976/300000],0.00108,0.18389,98.496,0.99
[2977/300000],2.80142,0.00484,99.248,1.00
[2978/300000],0.00146,0.01461,99.248,1.00
[2979/300000],0.24064,0.07196,98.496,0.99
[2980/300000],0.01110,0.00522,100.000,1.00
[2981/300000],0.00281,0.11934,92.481,0.99
[2982/300000],0.03124,0.32626,92.481,0.99
[2983/300000],0.20539,0.44262,92.481,0.96
[2984/300000],0.12780,0.04281,92.481,0.99
[2985/300000],0.06894,0.06482,93.985,0.99
[2986/300000],0.02912,0.01150,98.496,1.00
[2987/300000],0.01814,0.21146,97.744,0.98
[2988/300000],0.00374,0.17163,97.744,0.98
[2989/300000],0.00446,0.21190,97.744,0.98
[2990/300000],0.00222,0.12558,98.496,0.99
[2991/300000],0.02042,0.00250,100.000,1.00
[2992/300000],0.00243,0.00241,100.000,1.00
[2993/300000],0.01451,0.38059,95.489,0.97
[2994/300000],0.00350,0.25508,96.241,0.98
[2995/300000],0.00254,0.20272,98.496,0.99
[2996/300000],0.00241,0.72839,98.496,0.99
[2997/300000],0.00236,0.13603,98.496,0.99
[2998/300000],0.00304,0.18854,98.496,0.99
[2999/300000],0.00370,0.07118,99.248,0.99
[3000/300000],0.00244,0.07395,99.248,0.99
[3001/300000],0.00165,0.06623,99.248,0.99
[3002/300000],0.00192,0.07640,99.248,0.99
[3003/300000],0.00151,0.05838,99.248,0.99
[3004/300000],0.00164,0.04070,99.248,0.99
[3005/300000],0.00196,0.05697,99.248,0.99
[3006/300000],0.00202,0.05497,99.248,0.99
[3007/300000],0.00178,0.04681,99.248,0.99
[3008/300000],0.00193,0.04768,99.248,0.99
[3009/300000],0.00115,0.00462,99.248,1.00
[3010/300000],0.00228,0.01963,99.248,1.00
[3011/300000],0.00177,0.03473,99.248,0.99
[3012/300000],0.00158,0.02165,99.248,1.00
[3013/300000],0.00136,0.00481,99.248,1.00
[3014/300000],0.00183,0.01881,99.248,1.00
[3015/300000],0.00202,0.03733,99.248,0.99
[3016/300000],5.85003,0.08277,99.248,0.99
[3017/300000],0.00177,0.07979,99.248,0.99
[3018/300000],0.00182,0.09509,99.248,0.99
[3019/300000],0.00203,0.08923,99.248,0.99
[3020/300000],0.00155,0.09590,99.248,0.99
[3021/300000],0.00178,0.08932,99.248,0.99
[3022/300000],0.00144,0.07941,99.248,0.99
[3023/300000],0.00162,0.07731,99.248,0.99
[3024/300000],0.00181,0.06812,99.248,0.99
[3025/300000],0.00168,0.07112,99.248,0.99
[3026/300000],0.00147,0.06629,99.248,0.99
[3027/300000],0.00156,0.05565,99.248,0.99
[3028/300000],0.00145,0.06097,99.248,0.99
[3029/300000],0.00187,0.07228,99.248,0.99
[3030/300000],0.00153,0.07117,99.248,0.99
[3031/300000],0.00196,0.07566,99.248,0.99
[3032/300000],0.00136,0.07134,99.248,0.99
[3033/300000],0.00135,0.06993,99.248,0.99
[3034/300000],0.00150,0.07338,99.248,0.99
[3035/300000],0.00123,0.08645,99.248,0.99
[3036/300000],0.00138,0.06812,99.248,0.99
[3037/300000],0.00137,0.07089,99.248,0.99
[3038/300000],0.00143,0.08167,99.248,0.99
[3039/300000],0.00165,0.07390,99.248,0.99
[3040/300000],0.00129,0.08078,99.248,0.99
[3041/300000],0.00147,0.06780,99.248,0.99
[3042/300000],0.00201,0.06119,99.248,0.99
[3043/300000],0.00109,0.05570,99.248,0.99
[3044/300000],0.00160,0.06270,99.248,0.99
[3045/300000],0.00107,0.06168,99.248,0.99
[3046/300000],0.00154,0.05612,99.248,0.99
[3047/300000],0.00132,0.07074,99.248,0.99
[3048/300000],0.00131,0.06329,99.248,0.99
[3049/300000],0.00132,0.07132,99.248,0.99
[3050/300000],0.00109,0.07263,99.248,0.99
[3051/300000],0.00113,0.07335,99.248,0.99
[3052/300000],0.00171,0.06716,99.248,0.99
[3053/300000],0.00166,0.28352,99.248,0.99
[3054/300000],0.00133,0.07870,99.248,0.99
[3055/300000],0.00143,0.07155,99.248,0.99
[3056/300000],0.00131,0.07177,99.248,0.99
[3057/300000],0.00151,0.07758,99.248,0.99
[3058/300000],0.00145,0.07662,99.248,0.99
[3059/300000],0.00114,0.06662,99.248,0.99
[3060/300000],0.00109,0.07258,99.248,0.99
[3061/300000],0.00123,0.08145,99.248,0.99
[3062/300000],0.00113,0.06266,99.248,0.99
[3063/300000],0.00121,0.07315,99.248,0.99
[3064/300000],0.00131,0.07177,99.248,0.99
[3065/300000],0.00151,0.08502,99.248,0.99
[3066/300000],0.00118,0.07600,99.248,0.99
[3067/300000],0.00127,0.07784,99.248,0.99
[3068/300000],0.00083,0.06895,99.248,0.99
[3069/300000],0.00143,0.06650,99.248,0.99
[3070/300000],0.00178,0.05083,99.248,0.99
[3071/300000],0.00102,0.04632,99.248,0.99
[3072/300000],0.00113,0.02548,99.248,1.00
[3073/300000],0.00125,0.02569,99.248,1.00
[3074/300000],0.00122,0.02177,99.248,1.00
[3075/300000],0.00126,0.03210,99.248,0.99
[3076/300000],0.00117,0.02988,99.248,1.00
[3077/300000],0.00118,0.01443,99.248,1.00
[3078/300000],0.00136,0.03089,99.248,1.00
[3079/300000],0.00097,0.00324,99.248,1.00
[3080/300000],0.00108,0.00270,99.248,1.00
[3081/300000],0.00111,0.00138,100.000,1.00
[3082/300000],0.00136,0.00453,99.248,1.00
[3083/300000],0.00127,0.01545,99.248,1.00
[3084/300000],0.00131,0.15612,99.248,1.00
[3085/300000],0.00113,0.01180,99.248,1.00
[3086/300000],0.00134,0.00249,99.248,1.00
[3087/300000],0.00110,0.00127,100.000,1.00
[3088/300000],0.00115,0.00132,100.000,1.00
[3089/300000],0.00088,0.00129,100.000,1.00
[3090/300000],0.00090,0.00131,100.000,1.00
[3091/300000],0.00126,0.00118,100.000,1.00
[3092/300000],0.00104,0.00184,100.000,1.00
[3093/300000],0.00099,0.00277,99.248,1.00
[3094/300000],0.00812,0.01161,99.248,1.00
[3095/300000],0.00176,0.00856,98.496,1.00
[3096/300000],0.00128,0.01529,98.496,1.00
[3097/300000],0.00123,0.01558,98.496,1.00
[3098/300000],0.00122,0.01720,98.496,1.00
[3099/300000],0.00119,0.06760,97.744,0.99
[3100/300000],0.00098,0.05042,98.496,0.99
[3101/300000],0.00136,0.06371,97.744,0.99
[3102/300000],0.00135,0.08122,97.744,0.99
[3103/300000],0.00121,0.06614,97.744,0.99
[3104/300000],0.00111,0.06843,98.496,0.99
[3105/300000],0.00131,0.06399,99.248,0.99
[3106/300000],0.00114,0.06204,99.248,0.99
[3107/300000],0.00073,0.05675,99.248,0.99
[3108/300000],0.00132,0.06192,99.248,0.99
[3109/300000],0.00114,0.06821,99.248,0.99
[3110/300000],0.00116,0.07145,99.248,0.99
[3111/300000],0.00114,0.20914,99.248,0.99
[3112/300000],0.00111,0.44770,99.248,0.99
[3113/300000],0.00108,0.05754,99.248,0.99
[3114/300000],0.00174,0.00117,100.000,1.00
[3115/300000],0.00108,0.00115,100.000,1.00
[3116/300000],0.00093,0.00114,100.000,1.00
[3117/300000],0.00115,0.00112,100.000,1.00
[3118/300000],0.00116,0.00106,100.000,1.00
[3119/300000],0.00100,0.00117,100.000,1.00
[3120/300000],0.00119,0.00107,100.000,1.00
[3121/300000],0.00113,0.00107,100.000,1.00
[3122/300000],0.00117,0.00097,100.000,1.00
[3123/300000],0.00096,0.00108,100.000,1.00
[3124/300000],0.00095,0.00105,100.000,1.00
[3125/300000],0.00111,0.00107,100.000,1.00
[3126/300000],0.00106,0.00102,100.000,1.00
[3127/300000],0.00092,0.00108,100.000,1.00
[3128/300000],0.00100,0.00115,100.000,1.00
[3129/300000],0.00104,0.00099,100.000,1.00
[3130/300000],0.00113,0.00107,100.000,1.00
[3131/300000],0.00102,0.00116,100.000,1.00
[3132/300000],0.00105,0.00100,100.000,1.00
[3133/300000],0.00116,0.00106,100.000,1.00
[3134/300000],0.00092,0.00109,100.000,1.00
[3135/300000],0.00109,0.00104,100.000,1.00
[3136/300000],0.00112,0.00106,100.000,1.00
[3137/300000],0.00093,0.00108,100.000,1.00
[3138/300000],0.00090,0.00104,100.000,1.00
[3139/300000],0.00101,0.00105,100.000,1.00
[3140/300000],0.00092,0.00107,100.000,1.00
