Iteration,Train_loss,Valid_loss,Current_accuracy,Current_norm_ED
[1935/300000],0.00239,0.00251,100.000,1.00
[1936/300000],0.00211,0.00254,100.000,1.00
[1937/300000],0.00216,0.00252,100.000,1.00
[1938/300000],0.00232,0.00259,100.000,1.00
[1939/300000],0.00240,0.00247,100.000,1.00
[1940/300000],0.00211,0.00233,100.000,1.00
[1941/300000],0.00229,0.00238,100.000,1.00
[1942/300000],0.00233,0.00242,100.000,1.00
[1943/300000],0.00236,0.00241,100.000,1.00
[1944/300000],0.00234,0.00231,100.000,1.00
[1945/300000],0.00193,0.00239,100.000,1.00
[1946/300000],0.00227,0.00232,100.000,1.00
[1947/300000],0.00217,0.00244,100.000,1.00
[1948/300000],0.00226,0.00236,100.000,1.00
[1949/300000],0.00230,0.00238,100.000,1.00
[1950/300000],0.00143,0.00235,100.000,1.00
[1951/300000],0.00209,0.00222,100.000,1.00
[1952/300000],0.00216,0.00243,100.000,1.00
[1953/300000],0.00210,0.00237,100.000,1.00
[1954/300000],0.00231,0.00224,100.000,1.00
[1955/300000],0.00211,0.00237,100.000,1.00
[1956/300000],0.00205,0.00231,100.000,1.00
[1957/300000],0.00222,0.00233,100.000,1.00
[1958/300000],0.00220,0.00227,100.000,1.00
[1959/300000],0.00199,0.00235,100.000,1.00
[1960/300000],0.00243,0.00239,100.000,1.00
[1961/300000],0.00225,0.00235,100.000,1.00
[1962/300000],0.00207,0.00230,100.000,1.00
[1963/300000],0.00211,0.00217,100.000,1.00
[1964/300000],0.00179,0.00220,100.000,1.00
[1965/300000],0.00223,0.00223,100.000,1.00
[1966/300000],0.00235,0.00235,100.000,1.00
[1967/300000],0.00212,0.00228,100.000,1.00
[1968/300000],0.00227,0.00225,100.000,1.00
[1969/300000],0.00203,0.00227,100.000,1.00
[1970/300000],0.00213,0.00220,100.000,1.00
[1971/300000],0.00203,0.00217,100.000,1.00
[1972/300000],0.00197,0.00226,100.000,1.00
[1973/300000],0.00206,0.00213,100.000,1.00
[1974/300000],0.00200,0.00232,100.000,1.00
[1975/300000],0.00218,0.00226,100.000,1.00
[1976/300000],0.00238,0.00222,100.000,1.00
[1977/300000],0.00201,0.00228,100.000,1.00
[1978/300000],0.00190,0.00220,100.000,1.00
[1979/300000],0.00203,0.00222,100.000,1.00
[1980/300000],0.00199,0.00219,100.000,1.00
[1981/300000],0.00190,0.00219,100.000,1.00
[1982/300000],0.00218,0.00226,100.000,1.00
[1983/300000],0.00208,0.00227,100.000,1.00
[1984/300000],0.00211,0.00217,100.000,1.00
[1985/300000],0.00213,0.00229,100.000,1.00
[1986/300000],0.00203,0.00217,100.000,1.00
[1987/300000],0.00230,0.00252,100.000,1.00
[1988/300000],0.00196,0.00209,100.000,1.00
[1989/300000],0.14124,0.01435,93.233,0.99
[1990/300000],0.00668,0.00377,100.000,1.00
[1991/300000],0.00236,0.00326,100.000,1.00
[1992/300000],0.00226,0.00295,100.000,1.00
[1993/300000],0.00245,0.00279,100.000,1.00
[1994/300000],0.00249,0.00255,100.000,1.00
[1995/300000],0.00217,0.00253,100.000,1.00
[1996/300000],0.00228,0.00237,100.000,1.00
[1997/300000],0.00233,0.00240,100.000,1.00
[1998/300000],0.00240,0.00221,100.000,1.00
[1999/300000],0.00235,0.00235,100.000,1.00
[2000/300000],0.00183,0.00239,100.000,1.00
[2001/300000],0.00229,0.00234,100.000,1.00
[2002/300000],0.00245,0.00236,100.000,1.00
[2003/300000],0.00197,0.00238,100.000,1.00
[2004/300000],0.00242,0.00244,100.000,1.00
[2005/300000],0.00205,0.00247,100.000,1.00
[2006/300000],0.00203,0.00232,100.000,1.00
[2007/300000],0.00194,0.00226,100.000,1.00
[2008/300000],0.00196,0.00223,100.000,1.00
[2009/300000],0.00210,0.00218,100.000,1.00
[2010/300000],0.00210,0.00227,100.000,1.00
[2011/300000],0.00202,0.00193,100.000,1.00
[2012/300000],0.00187,0.00218,100.000,1.00
[2013/300000],0.00214,0.00219,100.000,1.00
[2014/300000],0.00227,0.00216,100.000,1.00
[2015/300000],0.00227,0.00207,100.000,1.00
[2016/300000],0.00212,0.00211,100.000,1.00
[2017/300000],0.00206,0.00219,100.000,1.00
[2018/300000],0.00195,0.00213,100.000,1.00
[2019/300000],0.00195,0.00220,100.000,1.00
[2020/300000],0.00197,0.00209,100.000,1.00
[2021/300000],0.00217,0.00200,100.000,1.00
[2022/300000],0.00184,0.00202,100.000,1.00
[2023/300000],0.00193,0.00203,100.000,1.00
[2024/300000],0.00199,0.00219,100.000,1.00
[2025/300000],0.00208,0.00213,100.000,1.00
[2026/300000],0.00190,0.00223,100.000,1.00
[2027/300000],0.00199,0.00259,100.000,1.00
[2028/300000],0.00275,0.00218,100.000,1.00
[2029/300000],0.00198,0.00216,100.000,1.00
[2030/300000],0.00211,0.00281,100.000,1.00
[2031/300000],0.00182,0.00214,100.000,1.00
[2032/300000],0.00208,0.00204,100.000,1.00
[2033/300000],0.00210,0.00209,100.000,1.00
[2034/300000],0.00192,0.00206,100.000,1.00
[2035/300000],0.00191,0.00239,100.000,1.00
[2036/300000],0.00184,0.00202,100.000,1.00
[2037/300000],0.00206,0.00199,100.000,1.00
[2038/300000],0.00191,0.00210,100.000,1.00
[2039/300000],0.00196,0.00202,100.000,1.00
[2040/300000],0.00195,0.00198,100.000,1.00
[2041/300000],0.00271,0.00205,100.000,1.00
[2042/300000],0.00179,0.00193,100.000,1.00
[2043/300000],0.00216,0.00191,100.000,1.00
[2044/300000],0.00207,0.00205,100.000,1.00
[2045/300000],0.00195,0.00190,100.000,1.00
[2046/300000],0.00193,0.00197,100.000,1.00
[2047/300000],0.00189,0.00202,100.000,1.00
[2048/300000],0.00203,0.00206,100.000,1.00
[2049/300000],0.00193,0.00198,100.000,1.00
[2050/300000],0.00180,0.00202,100.000,1.00
[2051/300000],0.00178,0.00191,100.000,1.00
[2052/300000],0.00179,0.00195,100.000,1.00
[2053/300000],0.00199,0.00199,100.000,1.00
[2054/300000],0.00190,0.00200,100.000,1.00
[2055/300000],0.00198,0.00191,100.000,1.00
[2056/300000],0.00209,0.00191,100.000,1.00
[2057/300000],0.00190,0.00206,100.000,1.00
[2058/300000],0.00176,0.00199,100.000,1.00
[2059/300000],0.00201,0.00192,100.000,1.00
[2060/300000],0.00206,0.00196,100.000,1.00
[2061/300000],0.00186,0.00189,100.000,1.00
[2062/300000],0.00175,0.00187,100.000,1.00
[2063/300000],0.00179,0.00184,100.000,1.00
[2064/300000],0.00194,0.00190,100.000,1.00
[2065/300000],0.00188,0.00191,100.000,1.00
[2066/300000],0.00169,0.00199,100.000,1.00
[2067/300000],0.00149,0.00177,100.000,1.00
[2068/300000],0.00206,0.00201,100.000,1.00
[2069/300000],0.00183,0.00194,100.000,1.00
[2070/300000],0.00174,0.00196,100.000,1.00
[2071/300000],0.00176,0.00195,100.000,1.00
[2072/300000],0.00178,0.00191,100.000,1.00
[2073/300000],0.00192,0.00193,100.000,1.00
[2074/300000],0.00180,0.00193,100.000,1.00
[2075/300000],0.00180,0.00195,100.000,1.00
[2076/300000],0.00199,0.00223,100.000,1.00
[2077/300000],0.00184,0.00191,100.000,1.00
[2078/300000],0.00180,0.00192,100.000,1.00
[2079/300000],0.00179,0.00191,100.000,1.00
[2080/300000],0.00232,0.00192,100.000,1.00
[2081/300000],0.00173,0.00194,100.000,1.00
[2082/300000],0.00184,0.00194,100.000,1.00
[2083/300000],0.00199,0.00189,100.000,1.00
[2084/300000],0.00189,0.00175,100.000,1.00
[2085/300000],0.00177,0.00189,100.000,1.00
[2086/300000],0.00182,0.00191,100.000,1.00
[2087/300000],0.00171,0.00194,100.000,1.00
[2088/300000],0.00194,0.00180,100.000,1.00
[2089/300000],0.00191,0.00192,100.000,1.00
[2090/300000],0.00171,0.00191,100.000,1.00
[2091/300000],0.00177,0.00195,100.000,1.00
[2092/300000],0.00193,0.00191,100.000,1.00
[2093/300000],0.00160,0.00191,100.000,1.00
[2094/300000],0.00197,0.00183,100.000,1.00
[2095/300000],0.00184,0.00177,100.000,1.00
[2096/300000],0.00187,0.00192,100.000,1.00
[2097/300000],0.00189,0.00186,100.000,1.00
[2098/300000],0.00166,0.00186,100.000,1.00
[2099/300000],0.00178,0.00179,100.000,1.00
[2100/300000],0.00155,0.00178,100.000,1.00
[2101/300000],0.00197,0.00208,100.000,1.00
[2102/300000],0.00153,0.00185,100.000,1.00
[2103/300000],0.00186,0.00185,100.000,1.00
[2104/300000],0.00164,0.00187,100.000,1.00
[2105/300000],0.00188,0.00177,100.000,1.00
[2106/300000],0.00149,0.00187,100.000,1.00
[2107/300000],0.00168,0.00184,100.000,1.00
[2108/300000],0.00164,0.00181,100.000,1.00
[2109/300000],0.00185,0.00181,100.000,1.00
[2110/300000],0.00182,0.00179,100.000,1.00
[2111/300000],0.00197,0.00187,100.000,1.00
[2112/300000],0.00170,0.00183,100.000,1.00
[2113/300000],0.00184,0.00179,100.000,1.00
[2114/300000],0.00173,0.00184,100.000,1.00
[2115/300000],0.00188,0.00177,100.000,1.00
[2116/300000],0.00161,0.00182,100.000,1.00
[2117/300000],0.00177,0.00186,100.000,1.00
[2118/300000],0.00163,0.00184,100.000,1.00
[2119/300000],0.00202,0.00190,100.000,1.00
[2120/300000],0.00183,0.00176,100.000,1.00
[2121/300000],0.00197,0.00180,100.000,1.00
[2122/300000],0.00169,0.00169,100.000,1.00
[2123/300000],0.00175,0.00190,100.000,1.00
[2124/300000],0.00183,0.00184,100.000,1.00
[2125/300000],0.00177,0.00170,100.000,1.00
[2126/300000],0.00149,0.00183,100.000,1.00
[2127/300000],0.00173,0.00223,100.000,1.00
[2128/300000],0.00182,0.00177,100.000,1.00
[2129/300000],0.00167,0.00180,100.000,1.00
[2130/300000],0.00157,0.00185,100.000,1.00
[2131/300000],0.00175,0.00167,100.000,1.00
[2132/300000],0.00208,0.00172,100.000,1.00
[2133/300000],0.00167,0.00179,100.000,1.00
[2134/300000],0.00186,0.00183,100.000,1.00
[2135/300000],0.00168,0.00180,100.000,1.00
[2136/300000],0.00188,0.00176,100.000,1.00
[2137/300000],0.00167,0.00181,100.000,1.00
[2138/300000],0.00137,0.00172,100.000,1.00
[2139/300000],0.00184,0.00178,100.000,1.00
[2140/300000],0.00187,0.00185,100.000,1.00
[2141/300000],0.00169,0.00181,100.000,1.00
[2142/300000],0.00171,0.00180,100.000,1.00
[2143/300000],0.00147,0.00183,100.000,1.00
[2144/300000],0.00161,0.00176,100.000,1.00
[2145/300000],0.25748,0.00239,100.000,1.00
[2146/300000],0.00243,0.00206,100.000,1.00
[2147/300000],0.00200,0.00201,100.000,1.00
[2148/300000],0.00195,0.00179,100.000,1.00
[2149/300000],0.00205,0.00184,100.000,1.00
[2150/300000],0.00172,0.00188,100.000,1.00
[2151/300000],0.00202,0.00181,100.000,1.00
[2152/300000],0.00198,0.00172,100.000,1.00
[2153/300000],0.00204,0.00185,100.000,1.00
[2154/300000],0.00175,0.00161,100.000,1.00
[2155/300000],0.00187,0.00190,100.000,1.00
[2156/300000],0.00151,0.00186,100.000,1.00
[2157/300000],0.00166,0.00184,100.000,1.00
[2158/300000],0.00211,0.00182,100.000,1.00
[2159/300000],0.00196,0.00177,100.000,1.00
[2160/300000],0.00183,0.00182,100.000,1.00
[2161/300000],0.00176,0.00172,100.000,1.00
[2162/300000],0.00162,0.00176,100.000,1.00
[2163/300000],0.00163,0.00171,100.000,1.00
[2164/300000],0.00182,0.00174,100.000,1.00
[2165/300000],0.00162,0.00171,100.000,1.00
[2166/300000],0.00176,0.00168,100.000,1.00
[2167/300000],0.00168,0.00181,100.000,1.00
[2168/300000],0.00167,0.00171,100.000,1.00
[2169/300000],0.00157,0.00173,100.000,1.00
[2170/300000],0.00171,0.00176,100.000,1.00
[2171/300000],0.00156,0.00174,100.000,1.00
[2172/300000],0.00164,0.00174,100.000,1.00
[2173/300000],0.00173,0.00172,100.000,1.00
[2174/300000],0.00173,0.00170,100.000,1.00
[2175/300000],0.00165,0.00166,100.000,1.00
[2176/300000],0.00158,0.00173,100.000,1.00
[2177/300000],0.00167,0.00167,100.000,1.00
[2178/300000],0.00149,0.00178,100.000,1.00
[2179/300000],0.00166,0.00160,100.000,1.00
[2180/300000],0.00188,0.00170,100.000,1.00
[2181/300000],0.00169,0.00172,100.000,1.00
[2182/300000],0.00152,0.00173,100.000,1.00
[2183/300000],0.00186,0.00170,100.000,1.00
[2184/300000],0.00706,0.00196,100.000,1.00
[2185/300000],0.00188,0.00188,100.000,1.00
[2186/300000],0.00190,0.00179,100.000,1.00
[2187/300000],0.00172,0.00187,100.000,1.00
[2188/300000],0.00174,0.00181,100.000,1.00
[2189/300000],0.00165,0.00172,100.000,1.00
[2190/300000],0.00177,0.00175,100.000,1.00
[2191/300000],0.00166,0.00173,100.000,1.00
[2192/300000],0.00167,0.00172,100.000,1.00
[2193/300000],0.00167,0.00215,100.000,1.00
[2194/300000],0.00179,0.00167,100.000,1.00
[2195/300000],0.00151,0.00172,100.000,1.00
[2196/300000],0.00206,0.00178,100.000,1.00
[2197/300000],0.00977,0.00262,100.000,1.00
[2198/300000],0.00243,0.00178,100.000,1.00
[2199/300000],0.00177,0.00177,100.000,1.00
[2200/300000],0.00191,0.00175,100.000,1.00
[2201/300000],0.00167,0.00170,100.000,1.00
[2202/300000],0.00187,0.00171,100.000,1.00
[2203/300000],0.00188,0.00187,100.000,1.00
[2204/300000],0.00163,0.00178,100.000,1.00
[2205/300000],0.00182,0.00172,100.000,1.00
[2206/300000],0.00175,0.00163,100.000,1.00
[2207/300000],0.00157,0.00178,100.000,1.00
[2208/300000],0.00167,0.00175,100.000,1.00
[2209/300000],0.00151,0.00170,100.000,1.00
[2210/300000],0.19073,0.67869,81.955,0.88
[2211/300000],0.01471,0.02109,98.496,0.99
[2212/300000],0.00179,0.00547,99.248,1.00
[2213/300000],0.00296,0.00200,100.000,1.00
[2214/300000],0.00188,0.00189,100.000,1.00
[2215/300000],0.00186,0.00185,100.000,1.00
[2216/300000],0.00181,0.00183,100.000,1.00
[2217/300000],0.00188,0.00166,100.000,1.00
[2218/300000],0.00182,0.00179,100.000,1.00
[2219/300000],0.00155,0.00166,100.000,1.00
[2220/300000],0.00166,0.00170,100.000,1.00
[2221/300000],0.00171,0.00177,100.000,1.00
[2222/300000],0.00163,0.00166,100.000,1.00
[2223/300000],0.00200,0.00174,100.000,1.00
[2224/300000],0.00143,0.00178,100.000,1.00
[2225/300000],0.03320,0.00181,100.000,1.00
[2226/300000],0.00188,0.00176,100.000,1.00
[2227/300000],0.00161,0.00173,100.000,1.00
[2228/300000],0.00164,0.00168,100.000,1.00
[2229/300000],0.00541,0.00210,100.000,1.00
[2230/300000],0.00172,0.00213,100.000,1.00
[2231/300000],0.00180,0.00209,100.000,1.00
[2232/300000],0.00183,0.00194,100.000,1.00
[2233/300000],0.00189,0.00195,100.000,1.00
[2234/300000],0.00178,0.00185,100.000,1.00
[2235/300000],0.00176,0.00179,100.000,1.00
[2236/300000],0.00370,0.00190,100.000,1.00
[2237/300000],0.00179,0.00182,100.000,1.00
[2238/300000],0.00191,0.00176,100.000,1.00
[2239/300000],0.00178,0.00179,100.000,1.00
[2240/300000],0.00185,0.00169,100.000,1.00
[2241/300000],0.00167,0.00167,100.000,1.00
[2242/300000],0.00157,0.00170,100.000,1.00
[2243/300000],0.00162,0.00165,100.000,1.00
[2244/300000],0.00159,0.00171,100.000,1.00
[2245/300000],0.00159,0.00170,100.000,1.00
[2246/300000],0.00160,0.00166,100.000,1.00
[2247/300000],0.00173,0.00159,100.000,1.00
[2248/300000],0.00171,0.00167,100.000,1.00
[2249/300000],0.00155,0.00162,100.000,1.00
[2250/300000],0.00150,0.00149,100.000,1.00
[2251/300000],0.00165,0.00163,100.000,1.00
[2252/300000],0.00165,0.00156,100.000,1.00
[2253/300000],0.00178,0.00167,100.000,1.00
[2254/300000],0.00161,0.00166,100.000,1.00
[2255/300000],0.00148,0.00171,100.000,1.00
[2256/300000],0.00154,0.00163,100.000,1.00
[2257/300000],0.00161,0.00156,100.000,1.00
[2258/300000],0.00169,0.00164,100.000,1.00
[2259/300000],0.00160,0.00154,100.000,1.00
[2260/300000],0.00164,0.00168,100.000,1.00
[2261/300000],0.00140,0.00163,100.000,1.00
[2262/300000],1.44587,0.00412,99.248,1.00
[2263/300000],0.00441,0.00203,100.000,1.00
[2264/300000],0.00182,0.00189,100.000,1.00
[2265/300000],0.00179,0.00192,100.000,1.00
[2266/300000],0.00158,0.00183,100.000,1.00
[2267/300000],0.00166,0.00187,100.000,1.00
[2268/300000],0.00165,0.00176,100.000,1.00
[2269/300000],0.00192,0.00179,100.000,1.00
[2270/300000],0.00174,0.00188,100.000,1.00
[2271/300000],0.00191,0.00178,100.000,1.00
[2272/300000],0.00154,0.00187,100.000,1.00
[2273/300000],0.00167,0.00200,100.000,1.00
[2274/300000],0.01155,0.26976,91.729,0.95
[2275/300000],0.00203,0.17569,92.481,0.96
[2276/300000],0.00183,0.13146,93.233,0.97
[2277/300000],0.00395,0.00854,99.248,0.99
[2278/300000],0.00173,0.00892,99.248,0.99
[2279/300000],0.00169,0.00922,99.248,0.99
[2280/300000],0.00178,0.00908,99.248,0.99
[2281/300000],0.00160,0.01057,99.248,0.99
[2282/300000],0.00173,0.00849,99.248,0.99
[2283/300000],0.00178,0.00482,99.248,1.00
[2284/300000],0.00143,0.00299,100.000,1.00
[2285/300000],0.00164,0.00236,100.000,1.00
[2286/300000],0.00414,0.00182,100.000,1.00
[2287/300000],0.00172,0.00186,100.000,1.00
[2288/300000],0.00226,0.00190,100.000,1.00
[2289/300000],0.00166,0.00183,100.000,1.00
[2290/300000],0.00167,0.00302,100.000,1.00
[2291/300000],0.00172,0.00180,100.000,1.00
[2292/300000],0.00176,0.00173,100.000,1.00
[2293/300000],0.00133,0.00174,100.000,1.00
[2294/300000],0.00162,0.00175,100.000,1.00
[2295/300000],0.00145,0.00186,100.000,1.00
[2296/300000],0.00145,0.00192,100.000,1.00
[2297/300000],0.00166,0.00210,100.000,1.00
[2298/300000],0.00151,0.00216,100.000,1.00
[2299/300000],0.00150,0.00232,100.000,1.00
[2300/300000],0.00152,0.00230,100.000,1.00
[2301/300000],0.00175,0.00195,100.000,1.00
[2302/300000],0.00164,0.00217,100.000,1.00
[2303/300000],0.00159,0.00224,100.000,1.00
[2304/300000],0.00156,0.00204,100.000,1.00
[2305/300000],0.00148,0.00186,100.000,1.00
[2306/300000],0.00161,0.00186,100.000,1.00
[2307/300000],0.00149,0.00191,100.000,1.00
[2308/300000],0.00150,0.00197,100.000,1.00
[2309/300000],0.00147,0.00217,100.000,1.00
[2310/300000],0.00162,0.00210,100.000,1.00
[2311/300000],0.00154,0.00223,100.000,1.00
[2312/300000],0.00142,0.00220,100.000,1.00
[2313/300000],0.00162,0.00188,100.000,1.00
[2314/300000],0.00171,0.00169,100.000,1.00
[2315/300000],0.00153,0.00169,100.000,1.00
[2316/300000],0.00154,0.00181,100.000,1.00
[2317/300000],0.00169,0.00173,100.000,1.00
[2318/300000],0.00158,0.00163,100.000,1.00
[2319/300000],0.00140,0.00166,100.000,1.00
[2320/300000],0.00135,0.00181,100.000,1.00
[2321/300000],0.00149,0.00181,100.000,1.00
[2322/300000],0.00159,0.00170,100.000,1.00
[2323/300000],0.00153,0.00168,100.000,1.00
[2324/300000],0.00163,0.00180,100.000,1.00
[2325/300000],0.00135,0.00188,100.000,1.00
[2326/300000],0.00143,0.00203,100.000,1.00
[2327/300000],0.00157,0.00295,100.000,1.00
[2328/300000],0.00149,0.00208,100.000,1.00
[2329/300000],0.00160,0.00214,100.000,1.00
[2330/300000],0.00143,0.00242,100.000,1.00
[2331/300000],0.00151,0.00234,100.000,1.00
[2332/300000],0.00166,0.00220,100.000,1.00
[2333/300000],0.00158,0.01276,100.000,1.00
[2334/300000],0.00146,0.00229,100.000,1.00
[2335/300000],0.00140,0.00214,100.000,1.00
[2336/300000],0.00143,0.00252,100.000,1.00
[2337/300000],0.00154,0.00200,100.000,1.00
[2338/300000],0.00146,0.00219,100.000,1.00
[2339/300000],0.00149,0.00228,100.000,1.00
[2340/300000],0.00165,0.00190,100.000,1.00
[2341/300000],0.00140,0.00172,100.000,1.00
[2342/300000],0.00145,0.00167,100.000,1.00
[2343/300000],0.00148,0.00179,100.000,1.00
[2344/300000],0.00154,0.00189,100.000,1.00
[2345/300000],0.00145,0.00174,100.000,1.00
[2346/300000],0.00159,0.00183,100.000,1.00
[2347/300000],0.00150,0.00189,100.000,1.00
[2348/300000],0.00160,0.00169,100.000,1.00
[2349/300000],0.00142,0.00194,100.000,1.00
[2350/300000],0.00139,0.00223,100.000,1.00
[2351/300000],0.00145,0.00207,100.000,1.00
[2352/300000],0.00135,0.00198,100.000,1.00
[2353/300000],0.00253,0.00167,100.000,1.00
[2354/300000],0.00148,0.00157,100.000,1.00
[2355/300000],0.00157,0.00162,100.000,1.00
[2356/300000],0.00142,0.00160,100.000,1.00
[2357/300000],0.00147,0.00149,100.000,1.00
[2358/300000],0.00163,0.00156,100.000,1.00
[2359/300000],0.00152,0.00160,100.000,1.00
[2360/300000],0.00147,0.00153,100.000,1.00
[2361/300000],0.00156,0.00158,100.000,1.00
[2362/300000],0.00139,0.00154,100.000,1.00
[2363/300000],0.00131,0.00167,100.000,1.00
[2364/300000],0.00145,0.00163,100.000,1.00
[2365/300000],0.00136,0.00157,100.000,1.00
[2366/300000],0.00166,0.00160,100.000,1.00
[2367/300000],0.00137,0.00172,100.000,1.00
[2368/300000],0.00138,0.00174,100.000,1.00
[2369/300000],0.00149,0.00171,100.000,1.00
[2370/300000],0.00149,0.00161,100.000,1.00
[2371/300000],0.00141,0.00155,100.000,1.00
[2372/300000],0.00158,0.00156,100.000,1.00
[2373/300000],0.00142,0.00165,100.000,1.00
[2374/300000],0.00131,0.00156,100.000,1.00
[2375/300000],0.00138,0.00161,100.000,1.00
[2376/300000],0.00137,0.00157,100.000,1.00
[2377/300000],0.00164,0.00162,100.000,1.00
[2378/300000],0.00132,0.00156,100.000,1.00
[2379/300000],0.00122,0.00173,100.000,1.00
[2380/300000],0.00129,0.00210,100.000,1.00
[2381/300000],0.00140,0.00196,100.000,1.00
[2382/300000],0.00143,0.00245,100.000,1.00
[2383/300000],0.00159,0.00181,100.000,1.00
[2384/300000],0.00137,0.00180,100.000,1.00
[2385/300000],0.00141,0.00155,100.000,1.00
[2386/300000],0.00143,0.00154,100.000,1.00
[2387/300000],0.00133,0.00163,100.000,1.00
[2388/300000],0.00129,0.00196,100.000,1.00
[2389/300000],0.00152,0.00171,100.000,1.00
[2390/300000],0.00130,0.00181,100.000,1.00
[2391/300000],0.00155,0.00170,100.000,1.00
[2392/300000],0.00143,0.00151,100.000,1.00
[2393/300000],0.00137,0.00163,100.000,1.00
[2394/300000],0.00138,0.00170,100.000,1.00
[2395/300000],0.00123,0.00180,100.000,1.00
[2396/300000],0.00144,0.00178,100.000,1.00
[2397/300000],0.00138,0.00166,100.000,1.00
[2398/300000],0.00134,0.00168,100.000,1.00
[2399/300000],0.00142,0.00161,100.000,1.00
[2400/300000],0.00134,0.00160,100.000,1.00
[2401/300000],0.00152,0.00161,100.000,1.00
[2402/300000],0.00139,0.00163,100.000,1.00
[2403/300000],0.00134,0.00160,100.000,1.00
[2404/300000],0.00151,0.00151,100.000,1.00
[2405/300000],0.00148,0.00155,100.000,1.00
[2406/300000],0.00130,0.00157,100.000,1.00
[2407/300000],0.00137,0.00156,100.000,1.00
[2408/300000],0.00138,0.00153,100.000,1.00
[2409/300000],0.00150,0.00152,100.000,1.00
[2410/300000],0.00122,0.00167,100.000,1.00
[2411/300000],0.00136,0.00157,100.000,1.00
[2412/300000],0.00132,0.00159,100.000,1.00
[2413/300000],0.00135,0.00154,100.000,1.00
[2414/300000],0.00150,0.00150,100.000,1.00
[2415/300000],0.00126,0.00159,100.000,1.00
[2416/300000],0.00145,0.00166,100.000,1.00
[2417/300000],0.00143,0.00162,100.000,1.00
[2418/300000],0.00205,0.00161,100.000,1.00
[2419/300000],0.00133,0.00156,100.000,1.00
[2420/300000],0.00138,0.00165,100.000,1.00
[2421/300000],0.00138,0.00173,100.000,1.00
[2422/300000],0.00124,0.00198,100.000,1.00
[2423/300000],0.00138,0.00171,100.000,1.00
[2424/300000],0.00136,0.00159,100.000,1.00
[2425/300000],0.00114,0.00193,100.000,1.00
[2426/300000],0.00156,0.00159,100.000,1.00
